Num,Scenario,Thought,Label
6669,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.","Her idea is so good, how can I do it? I am a person without talent, these are too far away from me",Emotional Reasoning
6670,I recently got pregnant and are feeling miserable.,I can try to do what I can to ease the pain.,No Distortion
6671,I are very fat and very plump.,"My physical condition lacks exercise, so I must exercise more to enhance my resistance.",No Distortion
6672,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.",This is so frustrating. Is this really all I can do? I might as well end it early.,Emotional Reasoning
6673,"Ir colleague joined the company in the same year, and I feel that she always likes to put I down","I feel powerless when facing those people who are in third-rate universities. These years of university education are like air, and I seem to have learned nothing.",All-or-nothing thinking
6674,I have been diagnosed with a brain tumor and feel confused and scared.,"We both have tumors, so why is the patient in the bed next to me so happy? He must be crazy!",Labeling
6675,"Ir roommate goes out to study early every day, and I feel very stressed.",My roommate goes out to study so early every day. I guess it’s because I’m too noisy in the dormitory and disturb him. He is forced to go out to study because of me.,Personalization
6676,Ir lover passed away unexpectedly some time ago.,"The dead are gone, and the living are gone. My wife must also want to see a cheered-up me. This family is now supported by me.",No Distortion
6677,I joined a club but didn't make any friends or acquaintances.,The reason I can’t make friends may be that I lack personal charm and feel that I am not good enough.,Personalization
6678,I are devastated when Ir beloved puppy passes away.,"The puppy's departure was a punishment for me. It was all my fault that I wanted to have a new puppy, so it left suddenly. I am a bad person. I forced the puppy to death.",Personalization
6679,"Now I are a senior in college, and I had originally decided to find a job, but recently I have been struggling with whether to take the postgraduate entrance examination or to work, and I feel confused.","I've already made up my mind, but now I'm changing my mind. I'm such an erratic person.",Labeling
6680,"The test results are out, and Ir credit score has dropped again. Ir counselor tells I that I may be expelled.",I will probably be fired soon. Where will my future be? I am confused.,Fortune-telling
6681,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.",I am controlled by my mother. I am just a puppet. I might as well die.,Labeling
6682,"I go out without an umbrella, but suddenly it starts to rain heavily and I are not very happy.","It's always like this. It rains as soon as I don't bring an umbrella! It's just against me, right? I remember it never rained when I brought an umbrella. It's always like this!",Overgeneralization
6683,I have been very busy with work recently and have neglected the care of Ir children. I feel that I lack companionship with Ir children.,"I had to choose between work and spending time with my children, but I chose work, and my children will never forgive me.",All-or-nothing thinking
6684,Suddenly I'm walking outside and realize Ir clothes are on inside out.,"What a shame, now I have to go home and change clothes, wasting time again. (ノ=Д=)ノ┻━┻",No Distortion
